,label,start,end,context,text,source,article_id
1014,Appeal_to_fear-prejudice,7932,8164,It is precisely because North Korea’s actions over the last 23 years have proven that making concessions to a rogue regime in order to obtain denuclearization commitments is so dangerous that President Trump does not want to make the same mistake with Iran.,North Korea’s actions over the last 23 years have proven that making concessions to a rogue regime in order to obtain denuclearization commitments is so dangerous that President Trump does not want to make the same mistake with Iran,train,698503276
1015,Appeal_to_fear-prejudice,8730,8957,"Therefore, we encourage the US Administration and Congress to consider the implications to the security of the US and its allies before taking any steps that might undermine the JCPOA, such as re-imposing sanctions on Iran lifted under the agreement.”","the US Administration and Congress to consider the implications to the security of the US and its allies before taking any steps that might undermine the JCPOA, such as re-imposing sanctions on Iran lifted under the agreement.”",train,698503276
1016,"Bandwagon,Reductio_ad_hitlerum",9024,9279,"Appeasement through phony deals with a rogue dictatorship does not work, as proven by the infamous Munich Pact signed by British and French Prime Ministers Neville Chamberlain and Edouard Daladier with German Chancellor Adolf Hitler seventy-nine years ago.","Appeasement through phony deals with a rogue dictatorship does not work, as proven by the infamous Munich Pact signed by British and French Prime Ministers Neville Chamberlain and Edouard Daladier with German Chancellor Adolf Hitler seventy-nine years ago",train,698503276
1017,Loaded_Language,9044,9055,"Appeasement through phony deals with a rogue dictatorship does not work, as proven by the infamous Munich Pact signed by British and French Prime Ministers Neville Chamberlain and Edouard Daladier with German Chancellor Adolf Hitler seventy-nine years ago.",phony deals,train,698503276
1018,Loaded_Language,71,103,"​Despite suffering several public and humiliating reversals in various forums and venues, those pushing for boycotts, divestment and sanctions (BDS) against Israel have not dispensed with their pernicious campaign of hate.",public and humiliating reversals,train,704591553
1019,Loaded_Language,238,265,"​Despite suffering several public and humiliating reversals in various forums and venues, those pushing for boycotts, divestment and sanctions (BDS) against Israel have not dispensed with their pernicious campaign of hate.",pernicious campaign of hate,train,704591553
1020,Loaded_Language,278,285,"The latest outrage perpetrated by BDS activists occurred at McGill University, where a Jewish student and two non-Jewish students identified as pro-Israel were removed from their positions as directors of the Students Society of McGill University (SSMU).",outrage,train,704591553
1021,Appeal_to_fear-prejudice,697,822,"He was warned by others who had prior dealings with the SSMU, to keep his Jewish identity secret lest he sabotage his chances.","He was warned by others who had prior dealings with the SSMU, to keep his Jewish identity secret lest he sabotage his chances",train,704591553
1022,Loaded_Language,933,954,The toxic environment is due almost exclusively to an active and vocal presence of BDS agitators on campus.,The toxic environment,train,704591553
1023,"Name_Calling,Labeling",1016,1029,The toxic environment is due almost exclusively to an active and vocal presence of BDS agitators on campus.,BDS agitators,train,704591553
1024,"Name_Calling,Labeling",1125,1141,BDS provocateurs at McGill had relentlessly tried and failed to pass boycott resolutions against Israel.,BDS provocateurs,train,704591553
1025,Loaded_Language,1280,1292,"In fact, three attempts within an 18-month period were quashed.",were quashed,train,704591553
1026,Loaded_Language,1696,1718,SSMU’s Board of Directors addressed the issue more than a year after the “reference.” Lew and other board members passionately advocated in favor of ratification and their arguments ultimately prevailed over the naysayers.,passionately advocated,train,704591553
1027,"Name_Calling,Labeling",1805,1832,The malevolent BDS campaign at McGill had belatedly come to an ignominious end; or so we thought.,The malevolent BDS campaign,train,704591553
1028,Loaded_Language,1868,1883,The malevolent BDS campaign at McGill had belatedly come to an ignominious end; or so we thought.,ignominious end,train,704591553
1029,Appeal_to_fear-prejudice,1999,2059,Lew and two other directors identified as either Jewish or pro-Israel became instant targets of a campaign of hate laced with blatant anti-Semitic overtones.,a campaign of hate laced with blatant anti-Semitic overtones,train,704591553
1030,Doubt,2180,2228,But Democratize SSMU was anything but democratic.,But Democratize SSMU was anything but democratic,train,704591553
1031,Slogans,2765,2780,Sadikov made light of his “punch a Zionist” tweet calling it a “misguided joke.” It does not appear that Sadikov was subjected to any form of school disciplinary action despite the fact that his call for violence violated McGill’s Code of Conduct.,punch a Zionist,train,704591553
1032,Loaded_Language,2802,2816,Sadikov made light of his “punch a Zionist” tweet calling it a “misguided joke.” It does not appear that Sadikov was subjected to any form of school disciplinary action despite the fact that his call for violence violated McGill’s Code of Conduct.,misguided joke,train,704591553
1033,Loaded_Language,3153,3163,Democratize SSMU shamefully highlighted Lew’s ethnicity as a reason for his removal.,shamefully,train,704591553
1034,"Bandwagon,Reductio_ad_hitlerum",3221,3359,"An enlightened, progressive school was suddenly transformed into something harking back to the days of Nazi Germany and the Nuremberg Laws.","An enlightened, progressive school was suddenly transformed into something harking back to the days of Nazi Germany and the Nuremberg Laws",train,704591553
1035,"Exaggeration,Minimisation",3827,3881,It was repulsive display leftist-fascist bigotry at its worst.,repulsive display leftist-fascist bigotry at its worst,train,704591553
1036,"Name_Calling,Labeling",3883,3911,The bigoted BDS provocateurs applauded as Lew and the other two board members were removed from their posts.,The bigoted BDS provocateurs,train,704591553
1037,Repetition,3895,3911,BDS provocateurs at McGill had relentlessly tried and failed to pass boycott resolutions against Israel.,BDS provocateurs,train,704591553
1038,"Exaggeration,Minimisation",4058,4124,"Even by BDS standards, their manifestly anti-Semitic campaign antics were beyond the pale.",their manifestly anti-Semitic campaign antics were beyond the pale,train,704591553
1039,"Name_Calling,Labeling",4064,4103,"Even by BDS standards, their manifestly anti-Semitic campaign antics were beyond the pale.",manifestly anti-Semitic campaign antics,train,704591553
1040,Loaded_Language,4398,4405,"But in the instant case, McGill’s BDS campaigners dispensed with their traditional charade and overtly launched their attack against Jews.",charade,train,704591553
1041,"Name_Calling,Labeling",4454,4480,"The vitriolic BDS campaign immediately sparked outrage among watchdog groups and politicians prompting McGill principal, Suzanne Fortier, to announce that the school would be conducting an investigation into the matter.",The vitriolic BDS campaign,train,704591553
1042,Loaded_Language,4493,4508,"The vitriolic BDS campaign immediately sparked outrage among watchdog groups and politicians prompting McGill principal, Suzanne Fortier, to announce that the school would be conducting an investigation into the matter.",sparked outrage,train,704591553
1043,Doubt,4965,5082,"Judging by past “investigations” conducted by other schools – SFSU, CUNY and UCI, to name a few – I am not optimistic.","Judging by past “investigations” conducted by other schools – SFSU, CUNY and UCI, to name a few – I am not optimistic",train,704591553
1044,Black-and-White_Fallacy,190,244,"""There is no Republican Party.
There's a Trump party,""","""There is no Republican Party.
There's a Trump party,""",train,761610997
1045,Loaded_Language,513,521,It could be comatose.,comatose,train,761610997
1046,Loaded_Language,617,634,"That GOP was dedicated to free trade, open borders, amnesty and using U.S. power to punish aggressors and ""end tyranny in our world.""",punish aggressors,train,761610997
1047,Slogans,640,664,"That GOP was dedicated to free trade, open borders, amnesty and using U.S. power to punish aggressors and ""end tyranny in our world.""",end tyranny in our world,train,761610997
1048,Loaded_Language,1157,1161,Bush-Boehner Republicanism appears to be as dead today as was Harding-Coolidge Republicanism after 1933.,dead,train,761610997
1049,Black-and-White_Fallacy,1222,1325,"And if Trumpism is not the future of the GOP, it is hard to see what a promising GOP agenda might look like.","if Trumpism is not the future of the GOP, it is hard to see what a promising GOP agenda might look like",train,761610997
1050,"Name_Calling,Labeling",1225,1233,"And if Trumpism is not the future of the GOP, it is hard to see what a promising GOP agenda might look like.",Trumpism,train,761610997
1051,"Exaggeration,Minimisation",1843,1856,"Second, the collapse of the Soviet Empire and USSR removed the party's great unifying cause from Eisenhower to Bush I—the Cold War.",Soviet Empire,train,761610997
1052,"Exaggeration,Minimisation",1886,1891,"Second, the collapse of the Soviet Empire and USSR removed the party's great unifying cause from Eisenhower to Bush I—the Cold War.",great,train,761610997
1053,Slogans,1977,1992,"After the Red Army went home, ""America First"" had a new appeal!","""America First""",train,761610997
1054,"Name_Calling,Labeling",2045,2049,"Third, faithful to the free trade cult in which they were raised, Republicans championed NAFTA, the WTO, and MFN for China.",cult,train,761610997
1055,"Name_Calling,Labeling",2202,2209,"Historians will look back in amazement at how America's free trade zealots gave away the greatest manufacturing base the world had ever seen, as they quoted approvingly 18th- and 19th-century scribblers whose ideas had done so much to bring down their own country, Great Britain.",zealots,train,761610997
1056,Flag-Waving,2381,2413,"Historians will look back in amazement at how America's free trade zealots gave away the greatest manufacturing base the world had ever seen, as they quoted approvingly 18th- and 19th-century scribblers whose ideas had done so much to bring down their own country, Great Britain.","their own country, Great Britain",train,761610997
1057,Causal_Oversimplification,2604,2827,"Between 1992 and 2016, China was allowed to run $4 trillion in trade surpluses at our expense, converting herself into the world's first manufacturing power and denuding America of tens of thousands of factories and millions of manufacturing jobs.","China was allowed to run $4 trillion in trade surpluses at our expense, converting herself into the world's first manufacturing power and denuding America of tens of thousands of factories and millions of manufacturing jobs",train,761610997
1058,Causal_Oversimplification,3663,3719,"And the forces that pushed up into those conflicts, and so disillusioned the nation that it elected Barack Obama, are back, pushing for a new war, on Iran.",so disillusioned the nation that it elected Barack Obama,train,761610997
1059,"Exaggeration,Minimisation",4112,4184,"After his 16 months in office, it appears as though the Trump presidency, no matter how brief, is going to be a watershed moment in U.S. and world history, and in the future of the GOP.","watershed moment in U.S. and world history, and in the future of the GOP",train,761610997
1060,Loaded_Language,4604,4614,What would be the argument for returning to a repudiated platform?,repudiated,train,761610997
1061,Black-and-White_Fallacy,5045,5071,"If the Republican Party is ""napping,"" let it slumber on, undisturbed, for its time has come and gone.",its time has come and gone,train,761610997
1062,Loaded_Language,17,41,3-D-printed guns put carnage a click away,put carnage a click away,train,775448623
1063,Loaded_Language,334,342,"No background check would weed out felons, those with mental illness, domestic abusers or possible terrorists.",weed out,train,775448623
1064,"Name_Calling,Labeling",343,417,"No background check would weed out felons, those with mental illness, domestic abusers or possible terrorists.","felons, those with mental illness, domestic abusers or possible terrorists",train,775448623
1065,"Name_Calling,Labeling",722,732,"Plans by a Texas organization to publish, starting Aug. 1, downloadable blueprints for 3-D-printed plastic firearms — so-called ghost guns — have rightly alarmed leading gun safety groups and law enforcement officials.",ghost guns,train,775448623
1066,Doubt,813,1045,Credit for this dangerous scenario — in which getting an AR-15-style rifle is just a matter of a few computer clicks — goes to the Trump administration for its inexplicable decision to settle a lawsuit it was on the verge of winning.,Credit for this dangerous scenario — in which getting an AR-15-style rifle is just a matter of a few computer clicks — goes to the Trump administration for its inexplicable decision to settle a lawsuit it was on the verge of winning,train,775448623
1067,"Name_Calling,Labeling",1373,1476,"Mr. Wilson, an avowed anarchist who hopes for a world in which governments can’t stop individuals from getting guns, claimed his First Amendment right to free speech was being violated.",an avowed anarchist who hopes for a world in which governments can’t stop individuals from getting guns,train,775448623
1068,Loaded_Language,1722,1740,"So it was stunning — but not surprising, given this administration’s worship at the altar of gun rights — that the State Department elected last month to quietly settle the case.",So it was stunning,train,775448623
1069,Doubt,1743,1825,"So it was stunning — but not surprising, given this administration’s worship at the altar of gun rights — that the State Department elected last month to quietly settle the case.","but not surprising, given this administration’s worship at the altar of gun rights",train,775448623
1070,Loaded_Language,2168,2191,"The Brady Center to Prevent Gun Violence has filed a Freedom of Information Act request to find out how this senseless decision was reached, and whether groups such as the National Rifle Association were involved.",this senseless decision,train,775448623
1071,"Name_Calling,Labeling",2451,2491,"It, along with Everytown for Gun Safety and Giffords Law Center to Prevent Gun Violence, tried unsuccessfully Friday to get a federal court in Texas to block what it called a “troubling” and “dangerous” settlement.",a “troubling” and “dangerous” settlement,train,775448623
1072,Loaded_Language,2632,2644,“Why on earth would the Trump administration make it easier for terrorists and gunmen to produce undetectable plastic guns?” asked Sen. Robert Menendez (D-N.J.).,Why on earth,train,775448623
1073,Doubt,2632,2753,“Why on earth would the Trump administration make it easier for terrorists and gunmen to produce undetectable plastic guns?” asked Sen. Robert Menendez (D-N.J.).,Why on earth would the Trump administration make it easier for terrorists and gunmen to produce undetectable plastic guns,train,775448623
1074,Appeal_to_fear-prejudice,2856,3300,"Ghost guns are already a problem; they are used not just by lone shooters but as part of criminal enterprises.
Releasing instructions for their manufacture, which now only circulate on the dark Web, will lead directly to the loss of more innocent lives.
The administration should stop the State Department from going ahead with this foolhardy move, and Congress should act to plug the loopholes that these guns are designed to take advantage of","Ghost guns are already a problem; they are used not just by lone shooters but as part of criminal enterprises.
Releasing instructions for their manufacture, which now only circulate on the dark Web, will lead directly to the loss of more innocent lives.
The administration should stop the State Department from going ahead with this foolhardy move, and Congress should act to plug the loopholes that these guns are designed to take advantage of",train,775448623
1075,"Bandwagon,Reductio_ad_hitlerum",2856,2965,Ghost guns are already a problem; they are used not just by lone shooters but as part of criminal enterprises.,Ghost guns are already a problem; they are used not just by lone shooters but as part of criminal enterprises,train,775448623
1076,Loaded_Language,3184,3203,"The administration should stop the State Department from going ahead with this foolhardy move, and Congress should act to plug the loopholes that these guns are designed to take advantage of.",this foolhardy move,train,775448623
1077,Loaded_Language,3229,3250,"The administration should stop the State Department from going ahead with this foolhardy move, and Congress should act to plug the loopholes that these guns are designed to take advantage of.",to plug the loopholes,train,775448623
1078,Black-and-White_Fallacy,381,407,"However, it's being reported that Powell is ""not interested"" in the post, which is a good thing for Americans.",a good thing for Americans,train,793921939
1079,Flag-Waving,398,407,"However, it's being reported that Powell is ""not interested"" in the post, which is a good thing for Americans.",Americans,train,793921939
1080,Slogans,1974,1989,But she is already coming under criticism from some conservatives on social media who maintain that Powell is a “globalist” not closely enough aligned with Trump’s “America first” approach to foreign policy.,“America first”,train,793921939
1081,Loaded_Language,2968,2974,"Powell is not only a partner at Goldman Sachs, which has a sordid history of its own, but also worked in the George W. Bush administration.",sordid,train,793921939
1082,Loaded_Language,6673,6691,"She is part of the swamp, part of the willfully ignorant McMaster crowd that clearly opposed Trump’s agenda.",willfully ignorant,train,793921939
1083,Doubt,7357,7478,"Again, and I have asked this before, how do you fight the Deep State by putting Deep State operatives in these positions?","Again, and I have asked this before, how do you fight the Deep State by putting Deep State operatives in these positions?",train,793921939
1084,Doubt,7479,7522,How do you drain the swamp by adding to it?,How do you drain the swamp by adding to it?,train,793921939
1085,Repetition,7500,7505,"She is part of the swamp, part of the willfully ignorant McMaster crowd that clearly opposed Trump’s agenda.",swamp,train,793921939
1086,Flag-Waving,7676,7689,"This would actually be the perfect time for Trump not to appoint an ambassador to the UN and call for the US to exit the anti-American organization and demand Congress stop funding it and evict the UN from US soil, but I'm not holding my breath.",anti-American,train,793921939
1087,"Whataboutism,Straw_Men,Red_Herring",1775,1816,"“They interpreted the law in my case to say it was criminal,” Saucier told Fox News, referring to prosecuting authorities in his case, “but they didn’t prosecute Hillary Clinton.",but they didn’t prosecute Hillary Clinton,train,761897089
1088,"Whataboutism,Straw_Men,Red_Herring",1849,1920,Two guys on my ship did the same thing and weren’t treated as criminals.,Two guys on my ship did the same thing and weren’t treated as criminals,train,761897089
1089,Loaded_Language,3364,3371,"“It was a foolish mistake by a very young man,” Saucier’s lawyer, Greg Rinckey, said.",foolish,train,761897089
1090,"Name_Calling,Labeling",3490,3506,“It’s a very sad case because Kristian Saucier is a fine young man.,a fine young man,train,761897089
1091,Causal_Oversimplification,3636,3712,"“They used me as an example because of [the backlash over] Hillary Clinton,” he continued, alleging his life was ruined for political reasons.","“They used me as an example because of [the backlash over] Hillary Clinton,”",train,761897089
1092,Loaded_Language,4138,4148,That's a good attitude considering he has had his cars repossessed and is in a tremendous amount of debt due to his incarceration and now having a felony on his record.,tremendous,train,761897089
1093,Flag-Waving,4475,4484,"I think it's great that Mr. Saucier has been pardoned, I really do, but I continue to ask what a lot of Americans continue to ask, why does the known criminal Hillary Clinton remain at large in our country with her corrupt foundation taking in billions, her trashing our Republic and continuing to have a national voice?",Americans,train,761897089
1094,"Name_Calling,Labeling",4511,4529,"I think it's great that Mr. Saucier has been pardoned, I really do, but I continue to ask what a lot of Americans continue to ask, why does the known criminal Hillary Clinton remain at large in our country with her corrupt foundation taking in billions, her trashing our Republic and continuing to have a national voice?",the known criminal,train,761897089
1095,Flag-Waving,4565,4576,"I think it's great that Mr. Saucier has been pardoned, I really do, but I continue to ask what a lot of Americans continue to ask, why does the known criminal Hillary Clinton remain at large in our country with her corrupt foundation taking in billions, her trashing our Republic and continuing to have a national voice?",our country,train,761897089
1096,Loaded_Language,4586,4593,take our poll - story continues below Whom do you consider to be the most corrupt Democrat Politician?,corrupt,train,761897089
1097,Loaded_Language,4629,4637,"I think it's great that Mr. Saucier has been pardoned, I really do, but I continue to ask what a lot of Americans continue to ask, why does the known criminal Hillary Clinton remain at large in our country with her corrupt foundation taking in billions, her trashing our Republic and continuing to have a national voice?",trashing,train,761897089
1098,Flag-Waving,4638,4650,"I think it's great that Mr. Saucier has been pardoned, I really do, but I continue to ask what a lot of Americans continue to ask, why does the known criminal Hillary Clinton remain at large in our country with her corrupt foundation taking in billions, her trashing our Republic and continuing to have a national voice?",our Republic,train,761897089
1099,Flag-Waving,4692,4711,"The American people weren't promised pardons, we were promised a special counsel to dig into the Clintons and bring about justice.",The American people,train,761897089
1100,Causal_Oversimplification,2749,2825,“They used me as an example because of [the backlash over] Hillary Clinton.”,“They used me as an example because of [the backlash over] Hillary Clinton.”,train,761564397
1101,Flag-Waving,4178,4192,"He was treated very unfairly by our government!""",our government,train,761564397
1102,Loaded_Language,0,17,The Eerie Silence,The Eerie Silence,train,763260610
1103,"Name_Calling,Labeling",254,290,"In a recent communication between Randy Credico, an Assange supporter, comic and radio producer, and Adam Schiff, the ranking member on the House Judiciary Committee, Assange’s fear of arrest and extradition to the US was confirmed by the leader of the Russia-gate frenzy.",the leader of the Russia-gate frenzy,train,763260610
1104,"Name_Calling,Labeling",705,719,"The interview began with the statement Bernstein delivered for Pilger at the Left Forum last weekend in New York on a panel devoted to Assange entitled, “Russia-gate and WikiLeaks”.",the Left Forum,train,763260610
1105,Loaded_Language,970,981,"As every false accusation has fallen away, every bogus smear shown to be the work of political enemies, Julian stands vindicated as one who has exposed a system that threatens humanity.",bogus smear,train,763260610
1106,"Exaggeration,Minimisation",1053,1105,"As every false accusation has fallen away, every bogus smear shown to be the work of political enemies, Julian stands vindicated as one who has exposed a system that threatens humanity.",one who has exposed a system that threatens humanity,train,763260610
1107,Loaded_Language,1284,1363,"The Collateral Damage video, the war logs of Afghanistan and Iraq, the Cablegate revelations, the Venezuela revelations, the Podesta email revelations … these are just a few of the storms of raw truth that have blown through the capitals of rapacious power.",the storms of raw truth that have blown through the capitals of rapacious power,train,763260610
1108,Loaded_Language,1365,1375,"The fakery of Russia-gate, the collusion of a corrupt media and the shame of a legal system that pursues truth-tellers have not been able to hold back the raw truth of WikiLeaks revelations.",The fakery,train,763260610
1109,"Name_Calling,Labeling",1411,1424,"The fakery of Russia-gate, the collusion of a corrupt media and the shame of a legal system that pursues truth-tellers have not been able to hold back the raw truth of WikiLeaks revelations.",corrupt media,train,763260610
1110,"Name_Calling,Labeling",1470,1483,"The fakery of Russia-gate, the collusion of a corrupt media and the shame of a legal system that pursues truth-tellers have not been able to hold back the raw truth of WikiLeaks revelations.",truth-tellers,train,763260610
1111,Loaded_Language,1516,1529,"The fakery of Russia-gate, the collusion of a corrupt media and the shame of a legal system that pursues truth-tellers have not been able to hold back the raw truth of WikiLeaks revelations.",the raw truth,train,763260610
1112,Loaded_Language,1593,1619,"They have not won, not yet, and they have not destroyed the man.",have not destroyed the man,train,763260610
1113,Appeal_to_fear-prejudice,1621,1675,Only the silence of good people will allow them to win.,Only the silence of good people will allow them to win,train,763260610
1114,Loaded_Language,2132,2150,"But it is a profound tragedy, John, the way they are treating Julian Assange, this prolific journalist and publisher who so many other journalists have depended on in the past.",a profound tragedy,train,763260610
1115,"Name_Calling,Labeling",2205,2238,"But it is a profound tragedy, John, the way they are treating Julian Assange, this prolific journalist and publisher who so many other journalists have depended on in the past.",prolific journalist and publisher,train,763260610
1116,Loaded_Language,2311,2359,He has been totally left out in the cold to fend for himself.,totally left out in the cold to fend for himself,train,763260610
1117,Loaded_Language,2430,2443,There is a kind of eerie silence around the Julian Assange case.,eerie silence,train,763260610
1118,"Exaggeration,Minimisation",2812,2868,"Rafael Correa, the former president of Ecuador, said recently that he regarded what they are doing to Julian now as torture.",he regarded what they are doing to Julian now as torture,train,763260610
1119,Loaded_Language,3031,3086,"It was Correa’s government that gave Julian political refuge, which has been betrayed now by his successor, the government led by Lenin Moreno, which is back to sucking up to the United States in the time-honored way, with Julian as the pawn and victim.",sucking up to the United States in the time-honored way,train,763260610
1120,"Name_Calling,Labeling",3134,3156,Should be a ‘Constitutional Hero’,a ‘Constitutional Hero,train,763260610
1121,"Exaggeration,Minimisation",3559,3589,Britain took part in an investigation which determined that Julian was a political refugee and that a great miscarriage of justice had been imposed on him.,a great miscarriage of justice,train,763260610
1122,"Exaggeration,Minimisation",3782,3801,"The streets outside the embassy are virtually empty, whereas they should be full of people saying that we are with you.",are virtually empty,train,763260610
1123,Appeal_to_Authority,3811,3868,"The streets outside the embassy are virtually empty, whereas they should be full of people saying that we are with you.",they should be full of people saying that we are with you,train,763260610
1124,"Exaggeration,Minimisation",3911,3931,The principles involved in this case are absolutely clear-cut.,absolutely clear-cut,train,763260610
1125,"Exaggeration,Minimisation",3956,3996,"The injustice done to this man is legion, both in terms of the bogus Swedish case and now the fact that he must remain in the embassy and can’t leave without being arrested, extradited to the United States and ending up in a hell hole.",The injustice done to this man is legion,train,763260610
1126,Loaded_Language,4015,4037,"The injustice done to this man is legion, both in terms of the bogus Swedish case and now the fact that he must remain in the embassy and can’t leave without being arrested, extradited to the United States and ending up in a hell hole.",the bogus Swedish case,train,763260610
1127,Loaded_Language,4166,4190,"The injustice done to this man is legion, both in terms of the bogus Swedish case and now the fact that he must remain in the embassy and can’t leave without being arrested, extradited to the United States and ending up in a hell hole.",ending up in a hell hole,train,763260610
1128,Flag-Waving,4192,4309,"But it is also about freedom of speech, about our right to know, which is enshrined in the United States Constitution.","But it is also about freedom of speech, about our right to know, which is enshrined in the United States Constitution",train,763260610
1129,"Name_Calling,Labeling",4369,4390,"If the Constitution were taken literally, Julian would be a constitutional hero, actually.",a constitutional hero,train,763260610
1130,Loaded_Language,4500,4518,"It’s so ridiculous.That is the situation as I see it, Dennis.",It’s so ridiculous,train,763260610
1131,"Name_Calling,Labeling",4639,4664,DB: His journalistic brethren are sounding like his prosecutors.,His journalistic brethren,train,763260610
1132,"Name_Calling,Labeling",4724,4742,"They want to get behind Russia-gate freaks like Congressman Adam Schiff and Mike Pompeo, who would like to see Assange in jail forever or even executed.",Russia-gate freaks,train,763260610
1133,"Exaggeration,Minimisation",4819,4851,"They want to get behind Russia-gate freaks like Congressman Adam Schiff and Mike Pompeo, who would like to see Assange in jail forever or even executed.",in jail forever or even executed,train,763260610
1134,"Exaggeration,Minimisation",5066,5120,I have never known anything quite like it in my career.,I have never known anything quite like it in my career,train,763260610
1135,Loaded_Language,5391,5423,The Pulitzer Prize this year was awarded to The New York Times and The Washington Post for witch-hunting around Russia-gate!,witch-hunting around Russia-gate,train,763260610
1136,"Exaggeration,Minimisation",5495,5554,They were praised for “how deeply sourced their investigations were.” Their investigations turned up not a shred of real evidence to suggest any serious Russian intervention in the 2016 election.,Their investigations turned up not a shred of real evidence,train,763260610
1137,Loaded_Language,5881,5892,"Later Webb was hounded by fellow journalists and, unable to find work, he eventually committed suicide.",was hounded,train,763260610
1138,Loaded_Language,6160,6182,But he is still a human being and he has taken such a battering.,taken such a battering,train,763260610
1139,"Exaggeration,Minimisation",6230,6271,"Probably the hardest thing for him to take is the utter hypocrisy of news organizations—like The New York Times, which published the WikiLeaks “War Logs” and “Cablegate,” The Washington Post and The Guardian, which has taken a vindictive delight in tormenting Julian.",the utter hypocrisy of news organizations,train,763260610
1140,Loaded_Language,6409,6450,"Probably the hardest thing for him to take is the utter hypocrisy of news organizations—like The New York Times, which published the WikiLeaks “War Logs” and “Cablegate,” The Washington Post and The Guardian, which has taken a vindictive delight in tormenting Julian.",a vindictive delight in tormenting Julian,train,763260610
1141,"Exaggeration,Minimisation",6660,6740,"Professionally, I find this one of the most unsavory and immoral things I have seen in my career.",I find this one of the most unsavory and immoral things I have seen in my career,train,763260610
1142,"Name_Calling,Labeling",6845,6907,"One of Assange’s great tormentors, The Guardian‘s Luke Harding, made a great deal of money with a Hollywood version of a book that he and David Lee wrote in which they basically attacked their source.","One of Assange’s great tormentors, The Guardian‘s Luke Harding",train,763260610
1143,Loaded_Language,7459,7495,"DB: One thing that disturbs me greatly is the way in which the Western corporate press speculate about Russian involvement in the U.S. 2016 election, that it was a hack through Julian Assange.",it was a hack through Julian Assange,train,763260610
1144,"Name_Calling,Labeling",7606,7639,And yet the possibility that it might be the dozen or so pissed-off people who went to work for the Clinton machine and learned from the inside that the DNC was all about getting rid of Bernie Sanders…this is not a part of the story!,the dozen or so pissed-off people,train,763260610
1145,"Name_Calling,Labeling",7661,7680,And yet the possibility that it might be the dozen or so pissed-off people who went to work for the Clinton machine and learned from the inside that the DNC was all about getting rid of Bernie Sanders…this is not a part of the story!,the Clinton machine,train,763260610
1146,Loaded_Language,7890,7931,"JP: What happened to Sanders and the way that he was rolled by the Clinton organization, everybody knows that this is the story.",he was rolled by the Clinton organization,train,763260610
1147,Loaded_Language,8032,8048,There’s a kind of farcical element to this.,farcical element,train,763260610
1148,Loaded_Language,8129,8166,That WikiLeaks is somehow in bed with the Russians is ludicrous.,in bed with the Russians is ludicrous,train,763260610
1149,"Exaggeration,Minimisation",8247,8265,"WikiLeaks published about 800,000 major disclosures about Russia, some of them extremely critical of the Russian government.",extremely critical,train,763260610
1150,Loaded_Language,8777,8790,"He went to the White House Press Roast and, after having a nice discussion with Congressman Schiff, he yelled out “What about Julian Assange?” The room was packed full of reporters but Randy was attacked and dragged out.",he yelled out,train,763260610
1151,Loaded_Language,8957,8999,It was if everyone there was embarrassed to recognize that one of their brethren was being brutalized.,one of their brethren was being brutalized,train,763260610
1152,"Name_Calling,Labeling",8957,8978,It was if everyone there was embarrassed to recognize that one of their brethren was being brutalized.,one of their brethren,train,763260610
1153,"Name_Calling,Labeling",9160,9176,I might suggest he is a renegade now.,he is a renegade,train,763260610
1154,Loaded_Language,9186,9203,"DB: It was hysterical to watch these four armed guards who kept shouting “Stop resisting, stop resisting!” and they are beating the hell out of him!",It was hysterical,train,763260610
1155,Loaded_Language,9302,9329,"DB: It was hysterical to watch these four armed guards who kept shouting “Stop resisting, stop resisting!” and they are beating the hell out of him!",beating the hell out of him,train,763260610
1156,Loaded_Language,9362,9378,JP: I thought the image of Ray being hauled off was particularly telling.,being hauled off,train,763260610
1157,"Name_Calling,Labeling",9405,9459,"These four overweight, obviously ill-trained young men manhandling Ray, who is 78 years old.","These four overweight, obviously ill-trained young men",train,763260610
1158,Loaded_Language,9460,9471,"These four overweight, obviously ill-trained young men manhandling Ray, who is 78 years old.",manhandling,train,763260610
1159,Loaded_Language,9689,9714,"It is both shocking and surreal, which of course the Julian Assange case is as well.",both shocking and surreal,train,763260610
1160,Loaded_Language,9818,9846,But real journalism should be able to get through the shocking and the surreal and get to the truth.,the shocking and the surreal,train,763260610
1161,Loaded_Language,9916,9946,"There is so much collusion now, with all these dark and menacing developments.",dark and menacing developments,train,763260610
1162,Loaded_Language,9967,10009,It is almost as if the word “journalism” is becoming blighted.,the word “journalism” is becoming blighted,train,763260610
1163,Repetition,10177,10186,"The fakery of Russia-gate, the collusion of a corrupt media and the shame of a legal system that pursues truth-tellers have not been able to hold back the raw truth of WikiLeaks revelations.",collusion,train,763260610
1164,"Exaggeration,Minimisation",10201,10274,Never has there been a collusion like the one between the U.S. and Israel.,Never has there been a collusion like the one between the U.S. and Israel,train,763260610
1165,Repetition,10436,10444,"It suggests another word and that is “immunity.” It has a moral immunity, a cultural immunity, a geopolitical immunity, a legal immunity, and certainly a media immunity.",immunity,train,763260610
1166,Loaded_Language,10457,10469,We see the gunning down of over 60 people on the day of the inauguration of the new U.S. embassy in Jerusalem.,gunning down,train,763260610
1167,"Exaggeration,Minimisation",10568,10629,Israel has some of the most wickedly experimental munitions in the world and they fired them at people who were protesting the occupation of their homeland and trying to remind people of the Nakba and the right of return.,some of the most wickedly experimental munitions in the world,train,763260610
